1$திருக்குறள்$திருவள்ளுவர்$நீதிநெறி – பதினெண்கீழ்க்கணக்கு$pmuni0001.html
2$ஆத்திசூடி$ஒளவையார்$நீதிநெறி$pmuni0002.html
2$கொன்றை வேந்தன்$ஒளவையார்$$pmuni0002.html
2$நல்வழி$ஒளவையார்$$pmuni0002.html
2$மூதுரை$ஒளவையார்$$pmuni0002.html
3$திருவாசகம் - 1 (1-10)$மாணிக்க வாசகர்$சமயம் - சைவம்$pmuni0003_01.html  & pmuni0003_02.html
3$திருவாசகம் - 2 (11-51)$மாணிக்க வாசகர்$சமயம் - சைவம்$pmuni0003_01.html & pmuni0003_02.html
4$திருமந்திரம் (தந்திரங்கள் - 1, 2)$திருமூலர்$சமயம் - சைவம்$pmuni0004.html
5$நாலாயிர திவ்ய பிரபந்தம் / திருப்பல்லாண்டு$பெரியாழ்வார்$சமயம் - வைணவம்$pmuni0005_01.html
5$நாலாயிர திவ்ய பிரபந்தம் / திருமொழி$பெரியாழ்வார்$சமயம் - வைணவம்$pmuni0005_01.html
5$நாலாயிர திவ்ய பிரபந்தம் / திருப்பாவை$ஆண்டாள்$சமயம் - வைணவம்$pmuni0005_02.html
5$நாலாயிர திவ்ய பிரபந்தம் / நாச்சியார் திருமொழி$ஆண்டாள்$சமயம் - வைணவம்$pmuni0005_02.html
5$நாலாயிர திவ்ய பிரபந்தம் / பெருமாள் திருமொழி$குலசேகரப் பெருமாள்$சமயம் - வைணவம்$pmuni0005_02.html
5$நாலாயிர திவ்ய பிரபந்தம் / திருச்சந்த விருத்தம்$திருமழிசைபிரான்$சமயம் - வைணவம்$pmuni0005_02.html
5$நாலாயிர திவ்ய பிரபந்தம் / திருப்பள்ளியெழுச்சி$தொண்டரடிப்பொடி ஆழ்வார்$சமயம் - வைணவம்$pmuni0005_02.html
5$நாலாயிர திவ்ய பிரபந்தம் / அமலநாதிபிரான்$திருப்பாணாழ்வார்$சமயம் - வைணவம்$pmuni0005_02.html
5$நாலாயிர திவ்ய பிரபந்தம் / கண்ணி நூற்றைம்பது$மதுர கவிராயர்$சமயம் - வைணவம்$pmuni0005_02.html
5$நாலாயிர திவ்ய பிரபந்தம் / திருமாலை$தொண்டரடிப்பொடி ஆழ்வார்$சமயம் - வைணவம்$pmuni0005_02.html
6$நாலாயிர திவ்ய பிரபந்தம் / பெரிய திருமொழி$திருமங்கை ஆழ்வார்$சமயம் - வைணவம்$pmuni0006_01.html & pmuni0006_02.html
7$நாலாயிர திவ்ய பிரபந்தம் / சிறிய திருமுறை$திருமங்கை ஆழ்வார்$சமயம் - வைணவம்$pmuni0007.html
